,company_name,rating,reviews,salaries,jobs,location,size,industry,description
291,softgarden e-recruiting,4.3,"{'url': '/Reviews/softgarden-e-recruiting-Reviews-E2514915.htm', 'count': '16'}","{'url': '/Salary/softgarden-e-recruiting-Salaries-E2514915.htm', 'count': '--'}","{'url': '/Jobs/softgarden-e-recruiting-Jobs-E2514915.htm', 'count': '9'}",Saarland,51 to 200 Employees,N/A,
292,Haushaltsnahe Dienstleistungen E. Kasper,5.0,"{'url': '/Reviews/Haushaltsnahe-Dienstleistungen-E-Kasper-Reviews-E6677228.htm', 'count': '1'}","{'url': '/Salary/Haushaltsnahe-Dienstleistungen-E-Kasper-Salaries-E6677228.htm', 'count': '--'}","{'url': '/Jobs/Haushaltsnahe-Dienstleistungen-E-Kasper-Jobs-E6677228.htm', 'count': '--'}","Headquarters in Schmelz, Germany",1 to 50 Employees,N/A,
293,Diamond Offshore,3.7,"{'url': '/Reviews/Diamond-Offshore-Reviews-E4515.htm', 'count': '168'}","{'url': '/Salary/Diamond-Offshore-Salaries-E4515.htm', 'count': '149'}","{'url': '/Jobs/Diamond-Offshore-Jobs-E4515.htm', 'count': '12'}",Saarland,1001 to 5000 Employees,Energy & Utilities,"Diamond Offshore Drilling, Inc.  is a leader in offshore drilling, providing contract drilling services to the energy industry around the globe with a total fleet of 16 offshore drilling rigs.  Diamond Offshore's fleet consists of 12 semisubmersibles and four dynamically positioned drillships."
294,Universitätsklinikum des Saarlandes,3.5,"{'url': '/Reviews/Universit%C3%A4tsklinikum-des-Saarlandes-Reviews-E934637.htm', 'count': '6'}","{'url': '/Salary/Universit%C3%A4tsklinikum-des-Saarlandes-Salaries-E934637.htm', 'count': '--'}","{'url': '/Jobs/Universit%C3%A4tsklinikum-des-Saarlandes-Jobs-E934637.htm', 'count': '64'}",Saarland,1001 to 5000 Employees,Health Care Services & Hospitals,
295,Sogefi Group,3.3,"{'url': '/Reviews/Sogefi-Group-Reviews-E10554.htm', 'count': '213'}","{'url': '/Salary/Sogefi-Group-Salaries-E10554.htm', 'count': '44'}","{'url': '/Jobs/Sogefi-Group-Jobs-E10554.htm', 'count': '77'}",Saarland,5001 to 10000 Employees,Transportation Equipment Manufacturing,"SOGEFI can keep a car's oil clean, its exhaust quiet, and its ride smooth. SOGEFI Filtration division manufactures oil and cabin air filters, and its Suspension Components and Precision Spring division makes related components for cars and trucks. SOGEFI parts can be found in Ford, Fiat, and Renault/Nissan vehicles. Filter brand names include Coopers, Fram, and Fiaam, and suspension brands include Allevard Rejna and United Springs. The company markets its products globally and operates an auto parts distribution network in the US. Europe accounts for about 80% of SOGEFI's sales. The company is controlled by the Di Benedetti family through holding company CIR, which owns about 57% of SOGEFI."
296,XM Mobile,2.0,"{'url': '/Reviews/XM-Mobile-Reviews-E1122409.htm', 'count': '5'}","{'url': '/Salary/XM-Mobile-Salaries-E1122409.htm', 'count': '--'}","{'url': '/Jobs/XM-Mobile-Jobs-E1122409.htm', 'count': '--'}",Saarland,51 to 200 Employees,N/A,
297,Peek & Cloppenburg,3.6,"{'url': '/Reviews/Peek-and-Cloppenburg-Reviews-E351841.htm', 'count': '359'}","{'url': '/Salary/Peek-and-Cloppenburg-Salaries-E351841.htm', 'count': '5'}","{'url': '/Jobs/Peek-and-Cloppenburg-Jobs-E351841.htm', 'count': '856'}",Saarland,1001 to 5000 Employees,"Department, Clothing & Shoe Stores",
298,mobile.de,4.2,"{'url': '/Reviews/mobile-de-Reviews-E569187.htm', 'count': '45'}","{'url': '/Salary/mobile-de-Salaries-E569187.htm', 'count': '1'}","{'url': '/Jobs/mobile-de-Jobs-E569187.htm', 'count': '2'}",Saarland,201 to 500 Employees,Internet & Web Services,"Founded in 1996, mobile.de disrupted the status quo of buying and selling cars with the first online vehicle marketplace, driven by the idea to create something new. As a driver of change for growth and innovation we became more than just a platform. We are an ecosystem of skilled and entrepreneurially minded people, a community to unite sellers and buyers. As the No 1 marketplace in Germany we closely cooperate with a powerful network of around 42,000 dealers and connect them with almost 17 million unique users per month."
299,PwC,3.9,"{'url': '/Reviews/PwC-Reviews-E8450.htm', 'count': '71.8K'}","{'url': '/Salary/PwC-Salaries-E8450.htm', 'count': '51K'}","{'url': '/Jobs/PwC-Jobs-E8450.htm', 'count': '21K'}",Saarland,10000+ Employees,Accounting & Tax,"Our people are powered by technology to turn today’s ideas into tomorrow’s solutions.  Learn more about how you can help organizations meet the challenges and opportunities of the US marketplace in the areas of audit, tax, consulting and products and technology.

We connect people with diverse backgrounds and skillsets to solve important problems together—for our clients, our communities and for the world at large."
300,Saarriva,3.0,"{'url': '/Reviews/Saarriva-Reviews-E930531.htm', 'count': '2'}","{'url': '/Salary/Saarriva-Salaries-E930531.htm', 'count': '--'}","{'url': '/Jobs/Saarriva-Jobs-E930531.htm', 'count': '--'}",Saarland,1001 to 5000 Employees,Building & Personnel Services,
301,Adler Vertriebs,4.0,"{'url': '/Reviews/Adler-Vertriebs-Reviews-E933846.htm', 'count': '2'}","{'url': '/Salary/Adler-Vertriebs-Salaries-E933846.htm', 'count': '--'}","{'url': '/Jobs/Adler-Vertriebs-Jobs-E933846.htm', 'count': '3'}",Saarland,501 to 1000 Employees,N/A,
302,K|Lens,5.0,"{'url': '/Reviews/K-Lens-Reviews-E5851972.htm', 'count': '2'}","{'url': '/Salary/K-Lens-Salaries-E5851972.htm', 'count': '--'}","{'url': '/Jobs/K-Lens-Jobs-E5851972.htm', 'count': '--'}","Headquarters in Saarbrücken, Germany",1 to 50 Employees,Information Technology Support Services,
303,METRO Cash & Carry,3.8,"{'url': '/Reviews/METRO-Cash-and-Carry-Reviews-E686429.htm', 'count': '866'}","{'url': '/Salary/METRO-Cash-and-Carry-Salaries-E686429.htm', 'count': '8'}","{'url': '/Jobs/METRO-Cash-and-Carry-Jobs-E686429.htm', 'count': '110'}",Saarland,10000+ Employees,Other Retail Stores,"METRO Cash & Carry pioneered the self-service business-to-business wholesale concept. Our dynamic business model adapts seamlessly to the most demanding markets. Headquartered in Dusseldorf, Germany, METRO Cash & Carry is the largest sales division of the € 67.3 Billion METRO Group, one of the world’s leading international trading and retail companies.

METRO’s success story began over 4 decades ago in 1964, with the opening of its first wholesale distribution centre in Germany. Today, the company is a leading player in almost every market it operates in, with around 700 wholesale centres across 30 countries.

"
304,Fresenius Medical Care,3.4,"{'url': '/Reviews/Fresenius-Medical-Care-Reviews-E733485.htm', 'count': '1.8K'}","{'url': '/Salary/Fresenius-Medical-Care-Salaries-E733485.htm', 'count': '1.7K'}","{'url': '/Jobs/Fresenius-Medical-Care-Jobs-E733485.htm', 'count': '5.4K'}",Saarland,Unknown,Health Care Services & Hospitals,"Fresenius Medical Care is the world’s leading provider of products and services for individuals with renal diseases. Active in 150 countries, our company offers products and services along the entire dialysis value chain. We have a global presence with 44 production sites on all continents, more than 4,000 dialysis clinics, and over 125,000 employees worldwide. For our employees, that means being able to access both local and global opportunities for growth and and personal fulfilment.

Fresenius Medical Care’s corporate headquarters is located in Bad Homburg, Germany. The company, founded in 1996, is an independently operated business segment of the Fresenius Group.

Regional headquarters of Fresenius Medical Care are located in Waltham, Massachusetts (United States) as well as Hong Kong (China), and Rio de Janeiro (Brazil).

Our corporate headquarters coordinates activities at an international scale in close collaboration with regional headquarters across the globe.

We offer many different career opportunities from Engineering to Clinical and Patient Services and Information Technology in a large number of countries. Some of our roles also come with the opportunity to work from home.

Fresenius Medical Care operates across 23 locations in North America, Europe, the Middle East and Africa, and Asia-Pacific, as well as 53 production sites and distribution centres in North America, Latin America, Europe, and Asia-Pacific.
"
305,Zucchetti Group,3.2,"{'url': '/Reviews/Zucchetti-Group-Reviews-E623864.htm', 'count': '81'}","{'url': '/Salary/Zucchetti-Group-Salaries-E623864.htm', 'count': '1'}","{'url': '/Jobs/Zucchetti-Group-Jobs-E623864.htm', 'count': '17'}",Saarland,1001 to 5000 Employees,Security & Protective,
306,Sodecia,3.3,"{'url': '/Reviews/Sodecia-Reviews-E637707.htm', 'count': '218'}","{'url': '/Salary/Sodecia-Salaries-E637707.htm', 'count': '85'}","{'url': '/Jobs/Sodecia-Jobs-E637707.htm', 'count': '68'}",Saarland,5001 to 10000 Employees,Accounting & Tax,
307,ARYZTA,2.8,"{'url': '/Reviews/ARYZTA-Reviews-E152843.htm', 'count': '486'}","{'url': '/Salary/ARYZTA-Salaries-E152843.htm', 'count': '292'}","{'url': '/Jobs/ARYZTA-Jobs-E152843.htm', 'count': '169'}",Saarland,10000+ Employees,Food & Beverage Manufacturing,"ARYZTA is a global baking company with a Passion for Good Food. We provide our retail and foodservice customers with a portfolio of bakery solutions so they can deliver memorable, delicious food to consumers. With operations in the United States, Canada, South America, Europe, Asia, Australia and New Zealand, ARYZTA has become a global leader in the baked goods industry and one of the largest specialty bakery companies in the world.  Our leading bakery brands in North America include La Brea Bakery, Otis Spunkmeyer, and Oakrun Farm Bakery. We have 57 state-of-the-art bakeries and kitchens around the globe, with 24 of those in North America, and are committed to driving innovation, predicting upcoming consumer trends and flavors, and exceeding our customers’ expectations. 

ARYZTA Americas operates one of the largest specialty bakery businesses servicing all major customers in the retail, foodservice, QSR and convenience store channels."
308,aproo consulting,5.0,"{'url': '/Reviews/aproo-consulting-Reviews-E1111478.htm', 'count': '1'}","{'url': '/Salary/aproo-consulting-Salaries-E1111478.htm', 'count': '--'}","{'url': '/Jobs/aproo-consulting-Jobs-E1111478.htm', 'count': '27'}",Saarland,1 to 50 Employees,N/A,
309,IMC Trading,4.4,"{'url': '/Reviews/IMC-Trading-Reviews-E278100.htm', 'count': '244'}","{'url': '/Salary/IMC-Trading-Salaries-E278100.htm', 'count': '312'}","{'url': '/Jobs/IMC-Trading-Jobs-E278100.htm', 'count': '45'}",Saarland,1001 to 5000 Employees,Stock Exchanges,"As a leading, global market maker, IMC trades on more than 100 venues and provides liquidity in more than 200,000 securities. Using innovative technology and advanced trading strategies, we've played our part in making financial markets more efficient for almost 30 years. 

Established in Amsterdam in 1989, IMC has expanded to over 700 employees with offices in Chicago and Sydney.

Across offices, diverse teams of traders, developers and technologists work together to design and develop the software, hardware, networks and algorithms that drive our strategies and make us one of the world’s leading liquidity providers. We hire independent thinkers and challenge them to anticipate change and continuously innovate, seeking new ways to sustain our success. At IMC, anyone can make an impact and everyone is encouraged to do so."
310,beeline Group,3.4,"{'url': '/Reviews/beeline-Group-Reviews-E636851.htm', 'count': '212'}","{'url': '/Salary/beeline-Group-Salaries-E636851.htm', 'count': '111'}","{'url': '/Jobs/beeline-Group-Jobs-E636851.htm', 'count': '277'}",Saarland,1001 to 5000 Employees,Beauty & Personal Accessories Stores,"Offering trendy fashion accessories at great prices – that's our vision. It's a vision we've been implementing successfully since 1990. With our strong brands SIX, I AM, TOSH and several white and private labels, we're represented through over 23,050 sales areas in 60 countries worldwide. This makes beeline one of the largest international suppliers of fashion jewelry and accessories. Over 4,800 dedicated employees ensure that we continue to open up new sales areas and markets, and that our fashionable product lines, are continually expanded.

With passion, responsibility and a high level of teamwork, we are growing…fast, and looking for enthusiastic and experienced people to help us on this remarkable journey!"
311,Parfümerie Douglas,3.7,"{'url': '/Reviews/Parf%C3%BCmerie-Douglas-Reviews-E247561.htm', 'count': '221'}","{'url': '/Salary/Parf%C3%BCmerie-Douglas-Salaries-E247561.htm', 'count': '6'}","{'url': '/Jobs/Parf%C3%BCmerie-Douglas-Jobs-E247561.htm', 'count': '547'}",Saarland,10000+ Employees,Beauty & Personal Accessories Stores,
312,SafeTrail Bahnservice,3.0,"{'url': '/Reviews/SafeTrail-Bahnservice-Reviews-E7005125.htm', 'count': '2'}","{'url': '/Salary/SafeTrail-Bahnservice-Salaries-E7005125.htm', 'count': '--'}","{'url': '/Jobs/SafeTrail-Bahnservice-Jobs-E7005125.htm', 'count': '--'}",Saarland,1 to 50 Employees,N/A,
313,MAT Holdings,3.3,"{'url': '/Reviews/MAT-Holdings-Reviews-E931719.htm', 'count': '5'}","{'url': '/Salary/MAT-Holdings-Salaries-E931719.htm', 'count': '2'}","{'url': '/Jobs/MAT-Holdings-Jobs-E931719.htm', 'count': '22'}",Saarland,1001 to 5000 Employees,N/A,"As part of the MAT group, MAT Machining Europe GmbH offers a full spectrum of services and products. Tradition, innovation and state of the art processes, along with a high degree of automation, world-class people and the highest quality standards, and relationship with our customers are key-factors for our success.

In association with our sister company, MAT Foundries Europe GmbH, Manufacturer of  safety castings made out of spheroidal graphite iron for the passenger and truck industry, our customers benefit from the comprehensive synergies resulting from the production of casting parts followed by the process of machining."
314,akko Personaldienstleistungen,3.9,"{'url': '/Reviews/akko-Personaldienstleistungen-Reviews-E1361031.htm', 'count': '4'}","{'url': '/Salary/akko-Personaldienstleistungen-Salaries-E1361031.htm', 'count': '1'}","{'url': '/Jobs/akko-Personaldienstleistungen-Jobs-E1361031.htm', 'count': '742'}",Saarland,51 to 200 Employees,HR Consulting,
315,GFU Berufliche Bildung & Beratung,5.0,"{'url': '/Reviews/GFU-Berufliche-Bildung-and-Beratung-Reviews-E1115065.htm', 'count': '2'}","{'url': '/Salary/GFU-Berufliche-Bildung-and-Beratung-Salaries-E1115065.htm', 'count': '--'}","{'url': '/Jobs/GFU-Berufliche-Bildung-and-Beratung-Jobs-E1115065.htm', 'count': '--'}",Saarland,Unknown,N/A,
316,bipG,2.2,"{'url': '/Reviews/bipG-Reviews-E1305269.htm', 'count': '4'}","{'url': '/Salary/bipG-Salaries-E1305269.htm', 'count': '--'}","{'url': '/Jobs/bipG-Jobs-E1305269.htm', 'count': '656'}",Saarland,1001 to 5000 Employees,N/A,
317,BakerHicks,4.6,"{'url': '/Reviews/BakerHicks-Reviews-E3280808.htm', 'count': '34'}","{'url': '/Salary/BakerHicks-Salaries-E3280808.htm', 'count': '--'}","{'url': '/Jobs/BakerHicks-Jobs-E3280808.htm', 'count': '100'}",Saarland,501 to 1000 Employees,N/A,
318,REWE Group,3.6,"{'url': '/Reviews/REWE-Group-Reviews-E7426.htm', 'count': '844'}","{'url': '/Salary/REWE-Group-Salaries-E7426.htm', 'count': '12'}","{'url': '/Jobs/REWE-Group-Jobs-E7426.htm', 'count': '632'}",Saarland,10000+ Employees,Grocery Stores,"REWE Group, based in Cologne, is one of Europe’s leading trade and tourism corporations, with over 15,000 stores and 2,400 travel agencies across the continent. In the 2017 financial year, over 345,000 employees generated sales of over 57.8 billion euros. The REWE Group’s retail goods operations encompass REWE, BILLA, MERKUR, BIPA, PENNY, toom Baumarkt and B1. Its tourism division, DER Touristik, includes the sales lines ITS, Jahn Reisen, TRAVELIX, Dertour, Meier’s Weltreisen, Kuoni, DER Reisebueros, DERPART and DER Business Travel. 

For people prepared to join us in making things happen, we offer a broad range of occupations, career opportunities and prospects, and choices and development possibilities – as well as an employee-oriented working concept, strong team spirit and attractive benefits in the areas of health, retirement and compatibility of work and private life."
319,Continental,3.9,"{'url': '/Reviews/Continental-Reviews-E3768.htm', 'count': '7.9K'}","{'url': '/Salary/Continental-Salaries-E3768.htm', 'count': '2.6K'}","{'url': '/Jobs/Continental-Jobs-E3768.htm', 'count': '3.1K'}",Saarland,10000+ Employees,Transportation Equipment Manufacturing,"Continental develops pioneering technologies and services for sustainable and connected mobility of people and their goods. Founded in 1871, the technology company offers safe, efficient, intelligent and affordable solutions for vehicles, machines, traffic and transportation. In 2022, Continental generated sales of €39.4 billion and currently employs around 200,000 people in 57 countries and markets. 

Imprint: https://www.continental.com/en/career/site-notice-us"
320,Signal Iduna,4.1,"{'url': '/Reviews/Signal-Iduna-Reviews-E935240.htm', 'count': '76'}","{'url': '/Salary/Signal-Iduna-Salaries-E935240.htm', 'count': '1'}","{'url': '/Jobs/Signal-Iduna-Jobs-E935240.htm', 'count': '391'}",Saarland,1001 to 5000 Employees,Banking & Lending,"The SIGNAL IDUNA Group is a business alliance of individual firms in Germany.

The ultimate parent companies of the SIGNAL IDUNA Group are: 
 
SIGNAL Krankenversicherung a. G., Dortmund
IDUNA Vereinigte Lebensversicherung aG für Handwerk, Handel und Gewerbe, Hamburg
SIGNAL Unfallversicherung a. G., Dortmund
Deutscher Ring Krankenversicherungsverein a.G., Hamburg.

These parent companies are mutual insurance companies. They are under a single management, and thus form a horizontally organized group (Gleichordnungskonzern) as defined in Sec. 18 (2) of the German Stock Corporation Act (Aktiengesetz).

The SIGNAL IDUNA Group companies are legally autonomous. They share a unified strategic and operational orientation by way of partial overlaps in their managing boards, supervisory boards and staffs, and through the formation of working groups and management associations.

The SIGNAL IDUNA Group has three registered offices in Germany: 
one in Dortmund and two in Hamburg."
321,Robert Bosch,4.2,"{'url': '/Reviews/Robert-Bosch-Reviews-E3353.htm', 'count': '14.9K'}","{'url': '/Salary/Robert-Bosch-Salaries-E3353.htm', 'count': '2K'}","{'url': '/Jobs/Robert-Bosch-Jobs-E3353.htm', 'count': '307'}",Saarland,10000+ Employees,Computer Hardware Development,"The Bosch Group is a leading global supplier of technology and services. It employs roughly 421,300 associates worldwide (as of December 31, 2022). The company generated sales of 88.2 billion euros in 2022. Its operations are divided into four business sectors: Mobility Solutions, Industrial Technology, Consumer Goods, and Energy and Building Technology. 

As a leading IoT provider, Bosch offers innovative solutions for smart homes, Industry 4.0, and connected mobility. Bosch is pursuing a vision of mobility that is sustainable, safe, and exciting. It uses its expertise in sensor technology, software, and services, as well as its own IoT cloud, to offer its customers connected, cross-domain solutions from a single source. The Bosch Group’s strategic objective is to facilitate connected living with products and solutions that either contain artificial intelligence (AI) or have been developed or manufactured with its help. Bosch improves quality of life worldwide with products and services that are innovative and spark enthusiasm. In short, Bosch creates technology that is “Invented for life.” 

The Bosch Group comprises Robert Bosch GmbH and its roughly 470 subsidiary and regional companies in over 60 countries. Including sales and service partners, Bosch’s global manufacturing, engineering, and sales network covers nearly every country in the world. With its more than 400 locations worldwide, the Bosch Group has been carbon neutral since the first quarter of 2020. The basis for the company’s future growth is its innovative strength. At 136 locations across the globe, Bosch employs some 85,500 associates in research and development, of which nearly 44,000 are software engineers.

Website: https://www.bosch.com/careers
Instagram: https://www.instagram.com/boschglobal/
Facebook: https://www.facebook.com/BoschGlobal
Twitter: https://www.twitter.com/BoschGlobal

Imprint: www.bosch.com/corporate-information
Privacy statement: www.bosch.com/data-protection-notice"
322,Hager Group,3.7,"{'url': '/Reviews/Hager-Group-Reviews-E724602.htm', 'count': '286'}","{'url': '/Salary/Hager-Group-Salaries-E724602.htm', 'count': '10'}","{'url': '/Jobs/Hager-Group-Jobs-E724602.htm', 'count': '324'}",Saarland,10000+ Employees,Electronics Manufacturing,"Hager Group is a leading supplier of solutions and services for electrical installations in residential, commercial and industrial buildings.
For the development and production of these solutions, Hager Group relies on a portfolio of proven specialists. The Hager brand, with products ranging from energy distribution through cable management and wiring accessories to building automation and security systems, represents the core business of the company. Other brands of Hager Group are Berker, Daitem and Diagral, as well as Efen, Elcom and Bocchiotti. This allows the group to combine all the skills necessary for the development of innovative products, systems and services required for building automation.
Hager Group is, though, a worldwide business venture: 11,500 employees generate a turnover of around 2 billion euros (2018). Components and solutions are produced in 22 production sites around the globe and customers in more than 120 countries all over the world trust in them."
323,HIPS,4.0,"{'url': '/Reviews/HIPS-Reviews-E1097151.htm', 'count': '6'}","{'url': '/Salary/HIPS-Salaries-E1097151.htm', 'count': '6'}","{'url': '/Jobs/HIPS-Jobs-E1097151.htm', 'count': '--'}",Saarland,1 to 50 Employees,N/A,
324,NOWEDA eG,3.7,"{'url': '/Reviews/NOWEDA-eG-Reviews-E387176.htm', 'count': '25'}","{'url': '/Salary/NOWEDA-eG-Salaries-E387176.htm', 'count': '--'}","{'url': '/Jobs/NOWEDA-eG-Jobs-E387176.htm', 'count': '51'}",Saarland,1001 to 5000 Employees,Health Care Services & Hospitals,
325,EUROKEY Software,3.0,"{'url': '/Reviews/EUROKEY-Software-Reviews-E1114222.htm', 'count': '1'}","{'url': '/Salary/EUROKEY-Software-Salaries-E1114222.htm', 'count': '--'}","{'url': '/Jobs/EUROKEY-Software-Jobs-E1114222.htm', 'count': '--'}",Saarland,1 to 50 Employees,N/A,
326,MPI Research,3.8,"{'url': '/Reviews/MPI-Research-Reviews-E15874.htm', 'count': '180'}","{'url': '/Salary/MPI-Research-Salaries-E15874.htm', 'count': '284'}","{'url': '/Jobs/MPI-Research-Jobs-E15874.htm', 'count': '2'}",Saarland,1001 to 5000 Employees,Biotech & Pharmaceuticals,"MPI Research is a high-quality organization that is committed to bringing safer and more effective products to the world. We provide discovery, safety evaluation, bioanalytical, surgical, medical device evaluation, analytical, and clinical services to the biopharmaceutical, medical device, animal health, and chemical industries. Our team of highly trained research scientists and world-class facilities provide insights for your development projects and to make your vision a reality.. When you want more from your CRO, look to MPI Research. Take a closer look at www.mpiresearch.com."
327,Ecolog International FZE,3.1,"{'url': '/Reviews/Ecolog-International-FZE-Reviews-E965911.htm', 'count': '102'}","{'url': '/Salary/Ecolog-International-FZE-Salaries-E965911.htm', 'count': '5'}","{'url': '/Jobs/Ecolog-International-FZE-Jobs-E965911.htm', 'count': '2'}",Saarland,5001 to 10000 Employees,Taxi & Car Services,"Ecolog is a global provider of integrated service solutions supporting government, humanitarian organizations and private industry in their operations everywhere, every day.

Headquartered in Dubai, UAE we are active in almost 20 countries and in a wide range of environments, including some of the world’s most challenging areas. From beyond the Arctic Circle in Russia to the scorching deserts, the rugged terrain of Afghanistan and Africa, we have a proven track record of responsibly and efficiently enhancing the life of hundreds of thousands of people through our service solutions.

We are proud of our track record of more than 1,000 projects completed to date with no mission failure.

Ecolog offers custom solutions for every challenge in the areas of operations & maintenance, supply chain management, environmental services, engineering & construction, catering services, fuel & energy, labor supply, material & equipment and medical services."
328,Deutsche Post & DHL,3.7,"{'url': '/Reviews/Deutsche-Post-and-DHL-Reviews-E658188.htm', 'count': '2.3K'}","{'url': '/Salary/Deutsche-Post-and-DHL-Salaries-E658188.htm', 'count': '236'}","{'url': '/Jobs/Deutsche-Post-and-DHL-Jobs-E658188.htm', 'count': '3.4K'}",Saarland,10000+ Employees,Shipping & Trucking,"Deutsche Post DHL Group is the world's leading logistic company. The Group connects people and markets and is an enabler of global trade. It aspires to be the Employer, Provider and Investment of Choice worldwide. The Group contributes to the world and the communities it serves through sustainable business practices, corporate citizenship and environmental activities. By the year 2050, Deutsche Post DHL Group aims to reduce its logistics-related emissions to net zero. 

Deutsche Post DHL Group brings two powerful brands to the marketplace. The Deutsche Post brand is close to the customer and stands for reliable quality and groundbreaking services. Its success is built on the company’s unique infrastructure in Germany, a reputation for consistently high quality in the mail business, and its innovative services in the area of dialog marketing. For the growing e-commerce sector, we develop solutions for international shipments and offer support to business customers so that they can grow their online retail businesses.

The DHL brand stands for personal commitment, proactive solutions and local strength not only in the parcel business but also in international express, logistics and mail operations. Our employees focus on our customers’ needs, providing them with individually customized solutions to help drive the success of our customers and the Group.
"
329,TUV Saarland,1.8,"{'url': '/Reviews/TUV-Saarland-Reviews-E1121584.htm', 'count': '2'}","{'url': '/Salary/TUV-Saarland-Salaries-E1121584.htm', 'count': '--'}","{'url': '/Jobs/TUV-Saarland-Jobs-E1121584.htm', 'count': '15'}",Saarland,51 to 200 Employees,N/A,
330,Hauser Lacour,4.0,"{'url': '/Reviews/Hauser-Lacour-Reviews-E4452662.htm', 'count': '1'}","{'url': '/Salary/Hauser-Lacour-Salaries-E4452662.htm', 'count': '--'}","{'url': '/Jobs/Hauser-Lacour-Jobs-E4452662.htm', 'count': '2'}",Saarland,1 to 50 Employees,N/A,
331,I. K. Hofmann,3.9,"{'url': '/Reviews/I-K-Hofmann-Reviews-E934523.htm', 'count': '62'}","{'url': '/Salary/I-K-Hofmann-Salaries-E934523.htm', 'count': '27'}","{'url': '/Jobs/I-K-Hofmann-Jobs-E934523.htm', 'count': '8K'}",Saarland,501 to 1000 Employees,HR Consulting,"I.K. Hofmann GmbH, was founded in Germany in 1985 and has established more than 100 international branch offices in Austria, the Czech Republic, Germany, UK, Italy, Slovakia, and the United States.

With the development of our U.S. location, I.K. Hofmann has secured itself as a predominant authority in the global staffing and recruiting industry. Holding strong to the ideals of our founder, Ingrid Hofmann, our goal is to create successful outcomes for both the candidate and the employer.  Utilizing our strong global network, our recruiting agents provide high level workforce solutions for our clients.

As an International Staffing Agency and an ISO 9001 certified organization, I.K. Hofmann has built a reputation for delivering the highest levels of service and quality for its clients and talents. Our candidate selection process is comprehensive.  Our talent agents, armed with state-of-the-art technology, work to find a candidate that not only fits the skill set profile, but also fits the workplace culture. We know a good fit is more than just a set of skills. As a client of I.K. Hofmann, you will work exclusively with our team of professionals to develop a solution that works to find the right talent for the job.

Whether your goal is to hire one employee or fill multiple positions, put our recruiting and staffing expertise to work for you!

We offer short- and long-term temporary staffing, temp-to-hire, Direct Hire, Onsite Management and MSP solutions."
332,TRUCKTEC Automotive,4.4,"{'url': '/Reviews/TRUCKTEC-Automotive-Reviews-E4486517.htm', 'count': '2'}","{'url': '/Salary/TRUCKTEC-Automotive-Salaries-E4486517.htm', 'count': '1'}","{'url': '/Jobs/TRUCKTEC-Automotive-Jobs-E4486517.htm', 'count': '1'}",Saarland,51 to 200 Employees,N/A,
333,OBI,3.9,"{'url': '/Reviews/OBI-Reviews-E683062.htm', 'count': '289'}","{'url': '/Salary/OBI-Salaries-E683062.htm', 'count': '8'}","{'url': '/Jobs/OBI-Jobs-E683062.htm', 'count': '1.3K'}",Saarland,10000+ Employees,N/A,"OBI’s target is to be the leading DIY retailer setting the pace for the whole trade as an innovator. Wherever we are present, we define the DIY market and strive for market leadership. We set standards regarding assortment, store formats and customers’ shopping experience. OBI is one of the leading European DIY brands offering a wide range of home improvement and gardening products. Currently, the company operates in 10 central and eastern european countries more than 580 stores, thereof more than 350 in Germany. Today the Group  has more than 42.000 employees. In 2014 OBI reached a turnover of more than 6.7 billion Euros.
OBI was founded in 1970 and belongs to Tengelmann Group. As the undisputed market leader in the German DIY retail industry, OBI is the driving force which propels the entire trade. Since 1993 the company has used its powerful position within the home market to press ahead with its expansion internationally."
334,Regens Wagner Dillingen,5.0,"{'url': '/Reviews/Regens-Wagner-Dillingen-Reviews-E933523.htm', 'count': '1'}","{'url': '/Salary/Regens-Wagner-Dillingen-Salaries-E933523.htm', 'count': '--'}","{'url': '/Jobs/Regens-Wagner-Dillingen-Jobs-E933523.htm', 'count': '10'}",Saarland,501 to 1000 Employees,N/A,
335,Selbständig,4.5,"{'url': '/Reviews/Selbst%C3%A4ndig-Reviews-E3205906.htm', 'count': '391'}","{'url': '/Salary/Selbst%C3%A4ndig-Salaries-E3205906.htm', 'count': '3'}","{'url': '/Jobs/Selbst%C3%A4ndig-Jobs-E3205906.htm', 'count': '--'}",Saarland,Unknown,N/A,
336,INFOMOTION,4.4,"{'url': '/Reviews/INFOMOTION-Reviews-E1257749.htm', 'count': '25'}","{'url': '/Salary/INFOMOTION-Salaries-E1257749.htm', 'count': '--'}","{'url': '/Jobs/INFOMOTION-Jobs-E1257749.htm', 'count': '34'}",Saarland,501 to 1000 Employees,Information Technology Support Services,
337,Wolfgang PREINFALK,2.0,"{'url': '/Reviews/Wolfgang-PREINFALK-Reviews-E1122329.htm', 'count': '1'}","{'url': '/Salary/Wolfgang-PREINFALK-Salaries-E1122329.htm', 'count': '--'}","{'url': '/Jobs/Wolfgang-PREINFALK-Jobs-E1122329.htm', 'count': '3'}",Saarland,51 to 200 Employees,N/A,
338,CASAR Drahtseilwerk Saar,4.0,"{'url': '/Reviews/CASAR-Drahtseilwerk-Saar-Reviews-E2450501.htm', 'count': '1'}","{'url': '/Salary/CASAR-Drahtseilwerk-Saar-Salaries-E2450501.htm', 'count': '--'}","{'url': '/Jobs/CASAR-Drahtseilwerk-Saar-Jobs-E2450501.htm', 'count': '--'}",Saarland,201 to 500 Employees,N/A,
